"","id","coral","algae","turf","soft","cca","simpD","shanH","acro","comp1","comp2","f.biomass","f.biomassT","f.N","f.richness","N.herb","N.carn","FshanH","FsimpD","FsimpD2","fcomp1","fcomp2","Complexity","lat","long","Data","Marine.Park","SectorRegion","Reef","Site","Transect","Zone","Year"
"2213641","Site119 Slope 5 2023",42.4390243902439,3.41463414634146,44.8780487804878,2.4390243902439,4.8780487804878,0.641960628880962,1.20335451864996,0.39080459770115,0.786752140794405,-0.0208046842561592,4544.11999700898,13767.1713660194,158,31,17,24,1.41737525190195,0.594696362762378,0.55656144848582,-0.40396758108573,0.131867412510552,4,"","","LTMP","GBR","Sector6","Reef40","Site119","5","Slope",2023
"2213770","Site120 Slope 1 2023",36,1.5,49.5,2.5,8,0.734567901234568,1.47960841188263,0.569444444444444,1.16204311121506,0.887960734063011,9050.14761557786,16790.1323244415,139,36,41,17,1.86124193297068,0.79374773562445,0.643755499197764,0.168375588926423,-1.22875385965396,3,"","","LTMP","GBR","Sector6","Reef40","Site120","1","Slope",2023
"2213899","Site120 Slope 2 2023",35.5,0,57.5,3,3,0.793493354493156,1.65636756090808,0.295774647887324,0.298941058650994,0.331043816200223,8114.91602248351,29141.7646658823,176,33,24,17,1.3586674023486,0.572830578512397,0.527957128099174,-0.0662271487320862,-0.0323038532127645,3.5,"","","LTMP","GBR","Sector6","Reef40","Site120","2","Slope",2023
"2214028","Site120 Slope 3 2023",31.0344827586207,3.94088669950739,54.1871921182266,0.985221674876847,4.43349753694581,0.792894935752079,1.62441302632392,0.26984126984127,0.282384305451162,0.579854117429631,5965.87599556042,34076.7989475409,212,34,28,13,1.3097619230622,0.566015485938056,0.530549127803489,-0.40911238441323,-0.340714650329284,3,"","","LTMP","GBR","Sector6","Reef40","Site120","3","Slope",2023
"2214157","Site120 Slope 4 2023",43.7185929648241,5.52763819095477,43.21608040201,0,5.52763819095477,0.684634694147179,1.25448572407011,0.689655172413793,2.28499717311986,0.974664260406517,9786.99542779685,18247.9596671165,180,39,52,35,1.8840143898058,0.804259259259259,0.672716049382716,0.89697484401757,-1.04930311126932,3.5,"","","LTMP","GBR","Sector6","Reef40","Site120","4","Slope",2023
"2214286","Site120 Slope 5 2023",35.4679802955665,7.38916256157635,31.0344827586207,4.43349753694581,18.7192118226601,0.689043209876543,1.42045530211605,0.319444444444444,0.213437339960906,0.569056264816261,6833.11321395991,12113.5607411213,111,35,40,20,1.93106518806498,0.818115412710007,0.647350052755458,-0.00495515982711674,-0.679972343447074,3.5,"","","LTMP","GBR","Sector6","Reef40","Site120","5","Slope",2023
"2214415","Site118 Slope 1 2024",27.5,0,60.5,0,8,0.719338842975207,1.42743768437589,0.581818181818182,1.89630826266437,0.221735522369274,6230.24875529597,13861.5399504141,194,40,61,31,1.80426531380393,0.775906047401424,0.625571261558083,1.4136443910494,-1.41601332284063,2,"","","LTMP","GBR","Sector6","Reef40","Site118","1","Slope",2024
"2214544","Site118 Slope 2 2024",25,0,61.5,0.5,3.5,0.6484,1.24747335677699,0.72,1.75125080652529,0.94040180994198,9903.37305850334,20329.5132810632,259,51,90,55,1.8202498054699,0.795217721858648,0.646412546026446,2.43238357586852,-1.56523208532001,2,"","","LTMP","GBR","Sector6","Reef40","Site118","2","Slope",2024
"2214673","Site118 Slope 3 2024",15.3846153846154,0.961538461538462,69.2307692307692,0,7.69230769230769,0.525390625,0.932112120667674,0.90625,3.02117996016426,1.61322930647956,10964.8227967998,27630.5302348209,289,47,120,39,1.68018405403741,0.753558985165408,0.606769554962225,2.71261043112332,-2.51703375418275,2,"","","LTMP","GBR","Sector6","Reef40","Site118","3","Slope",2024
"2214802","Site118 Slope 4 2024",9,0,87.5,0.5,3,0.512345679012346,0.973648923197263,0.666666666666667,1.08387680914206,-0.33045303130405,8048.0049239311,18305.7051272338,209,42,77,44,1.84761788182308,0.806666514045008,0.635699732148989,2.08050726087278,-1.26831372569037,2.5,"","","LTMP","GBR","Sector6","Reef40","Site118","4","Slope",2024
"2214931","Site118 Slope 5 2024",25.1256281407035,0.50251256281407,67.8391959798995,0.50251256281407,4.02010050251256,0.7096,1.38463004001896,0.44,1.92079038809362,0.231828297675263,17830.4782896743,44769.0033650907,310,62,113,62,2.0796030302549,0.85639958376691,0.6715296566077,3.85225214507949,-0.756080576877212,3,"","","LTMP","GBR","Sector6","Reef40","Site118","5","Slope",2024
"2215060","Site119 Slope 1 2024",37.5,2.88461538461538,46.6346153846154,1.92307692307692,10.0961538461538,0.70414201183432,1.4668605158632,0.282051282051282,-0.0265462194903235,0.349353809169017,15700.031022359,34212.7827509022,189,39,54,23,1.7832757144176,0.76554407771339,0.633912824389015,0.703737809593186,-1.23795843615078,3,"","","LTMP","GBR","Sector6","Reef40","Site119","1","Slope",2024
"2215189","Site119 Slope 2 2024",23.8805970149254,0.995024875621891,65.1741293532338,0.497512437810945,8.45771144278607,0.707465277777778,1.38723439354184,0.25,-0.430673418168499,-0.28129364020207,12957.7064178526,22893.1537370199,213,45,65,20,1.55985364640016,0.718816813242522,0.584496021512487,0.351329904034163,-1.67148820767685,3.5,"","","LTMP","GBR","Sector6","Reef40","Site119","2","Slope",2024
"2215318","Site119 Slope 3 2024",29.951690821256,2.89855072463768,42.0289855072464,1.93236714975845,15.4589371980676,0.558792924037461,1.13436847440499,0.193548387096774,-0.268254402326282,-0.317909879716611,7250.20915904392,13722.4420292096,161,37,32,12,1.46975938244813,0.644882527680259,0.576058022452838,-0.669167667125831,-0.427156040334981,3,"","","LTMP","GBR","Sector6","Reef40","Site119","3","Slope",2024
"2215447","Site119 Slope 4 2024",34.5,0.5,51,4,9,0.687880697332493,1.33504631143709,0.333333333333333,0.625962675679849,-0.155312141509961,18103.944724661,38929.5759868936,308,50,193,24,1.84369818888264,0.818223983808399,0.444404621352673,3.32239914758582,-3.76493616234799,3.5,"","","LTMP","GBR","Sector6","Reef40","Site119","4","Slope",2024
"2215576","Site119 Slope 5 2024",43.5406698564593,3.82775119617225,47.8468899521531,1.43540669856459,2.39234449760766,0.720685907499094,1.50966003872458,0.395604395604396,0.113266625619912,1.06212737839901,12268.8173188158,26097.3886202237,163,34,57,11,1.63572387285537,0.731755052881177,0.577138770747864,0.0522586821229445,-1.4398659368549,3.5,"","","LTMP","GBR","Sector6","Reef40","Site119","5","Slope",2024
"2215705","Site120 Slope 1 2024",36.5,2,54.5,0,6,0.696941264777632,1.28939363681664,0.10958904109589,-0.593593286672399,-1.08462388184735,5469.80776353428,9292.55770994659,167,40,36,31,1.84812001315378,0.797698017139374,0.673634766395353,0.832669261812772,-0.92725920461941,3.5,"","","LTMP","GBR","Sector6","Reef40","Site120","1","Slope",2024
"2215834","Site120 Slope 2 2024",31.6582914572864,0,56.78391959799,3.51758793969849,4.52261306532663,0.767195767195767,1.56138981841272,0.412698412698413,0.740393664953473,0.251823863324208,12635.9814774491,22703.6276223771,241,38,66,23,1.74828083881375,0.748885177596804,0.630808698197345,1.34581495964382,-1.05684819351451,3.5,"","","LTMP","GBR","Sector6","Reef40","Site120","2","Slope",2024
"2215963","Site120 Slope 3 2024",26.6331658291457,3.51758793969849,61.8090452261306,0,5.52763819095477,0.72125311498754,1.44563888573865,0.226415094339623,0.355518941121512,-0.449800477184872,9173.05759179037,38912.5048247284,371,31,20,10,0.697462189665289,0.288046439650976,0.281086304226212,-0.773885650404593,0.296948779149965,3,"","","LTMP","GBR","Sector6","Reef40","Site120","3","Slope",2024
"2216092","Site120 Slope 4 2024",36.318407960199,6.46766169154229,49.7512437810945,1.49253731343284,4.97512437810945,0.752861700131357,1.56184510698811,0.356164383561644,0.524374188370217,0.673878346646864,9203.29902661759,17892.1554810474,211,37,47,11,1.47747001579072,0.626311178994183,0.554300217874711,0.489565886386629,-0.678124623405591,3.5,"","","LTMP","GBR","Sector6","Reef40","Site120","4","Slope",2024
"2216221","Site120 Slope 5 2024",28.1407035175879,2.01005025125628,56.78391959799,0,10.5527638190955,0.608418367346939,1.13833989460793,0.5,0.45486768784263,0.352198665402531,11994.4540032491,36087.8559223559,260,36,42,18,1.18396414975874,0.523994082840237,0.491568047337278,0.0140064589455486,-0.273387572891626,3.5,"","","LTMP","GBR","Sector6","Reef40","Site120","5","Slope",2024
"2249245","Site121 Slope 1 2019",17.5879396984925,3.01507537688442,54.7738693467337,2.51256281407035,5.0251256281407,0.604081632653061,1.1701580726289,0.8,2.50651039904804,1.04630999224997,3389.54384019386,4958.1029833705,92,23,8,5,1.43114148794347,0.692816635160681,0.671313799621928,-2.05308533364737,0.483910571877805,3.5,"","","LTMP","GBR","Sector6","Reef41","Site121","1","Slope",2019
"2249374","Site121 Slope 2 2019",23.1155778894472,15.0753768844221,52.2613065326633,2.01005025125628,5.52763819095477,0.756616257088847,1.52223004825871,0.543478260869565,1.58288395497653,0.647885452372759,7260.5467449067,10481.5099738272,180,26,22,12,1.38111550470881,0.623518518518519,0.60216049382716,-0.710085181787538,-0.246139573997877,3.5,"","","LTMP","GBR","Sector6","Reef41","Site121","2","Slope",2019
"2249503","Site121 Slope 3 2019",7.57575757575758,10.1010101010101,72.7272727272727,3.03030303030303,5.05050505050505,0.648888888888889,1.17105986999037,0.466666666666667,1.43580630700816,-1.0417168897307,5657.5900002151,6958.87298515476,124,19,7,7,1.24054835721729,0.621618106139438,0.615374609781478,-1.72904179064323,1.37633073429694,3.5,"","","LTMP","GBR","Sector6","Reef41","Site121","3","Slope",2019
"2249632","Site121 Slope 4 2019",11.7647058823529,12.2549019607843,65.6862745098039,2.94117647058824,4.90196078431373,0.75,1.5242876928431,0.375,0.669095938849587,0.137335491914567,5512.28041305497,25266.0861405025,112,22,31,4,1.50454957420007,0.729591836734694,0.68765943877551,-1.55192410123678,-0.195136495145157,3.5,"","","LTMP","GBR","Sector6","Reef41","Site121","4","Slope",2019
"2249761","Site121 Slope 5 2019",12.9186602870813,18.1818181818182,56.9377990430622,6.69856459330144,4.30622009569378,0.695473251028807,1.21548236118441,0.444444444444444,1.18589670301759,-0.988835342145623,6268.76471983532,14060.0608279126,71,15,16,2,1.53944967672524,0.73160087284269,0.681610791509621,-2.18949404671152,-0.23025014232458,3.5,"","","LTMP","GBR","Sector6","Reef41","Site121","5","Slope",2019
"2249890","Site122 Slope 1 2019",10.0502512562814,1.50753768844221,72.8643216080402,5.52763819095477,7.53768844221105,0.685,1.24878054335649,0.4,1.17824774995292,-1.15801829211359,7426.49045873233,14061.0842907616,122,24,34,6,1.77241798257927,0.80462241332975,0.609647944101048,-1.18130254761197,-0.907032715566271,3.5,"","","LTMP","GBR","Sector6","Reef41","Site122","1","Slope",2019
"2250019","Site122 Slope 2 2019",10.5527638190955,0.50251256281407,69.3467336683417,11.5577889447236,2.51256281407035,0.612244897959184,1.20357509925009,0.619047619047619,1.8576725160858,-0.0960243561836236,5379.578491093,6973.42528515528,99,23,13,10,1.77632317694346,0.780226507499235,0.699010305070911,-0.908535452926305,0.12501585308141,3.5,"","","LTMP","GBR","Sector6","Reef41","Site122","2","Slope",2019
"2250148","Site122 Slope 3 2019",3.36538461538462,0,81.25,5.28846153846154,3.36538461538462,0.693877551020408,1.27703425946614,0.142857142857143,0.345217051777818,-1.63314917148675,2307.07790608647,3815.00960582542,85,22,14,10,1.83522813339332,0.79916955017301,0.723321799307958,-1.2467034248015,0.0863741602514178,3.5,"","","LTMP","GBR","Sector6","Reef41","Site122","3","Slope",2019
"2250277","Site122 Slope 4 2019",13.953488372093,0.465116279069767,70.6976744186047,1.86046511627907,10.2325581395349,0.702222222222222,1.36244748519163,0.533333333333333,2.15340378701348,0.0233328752110721,15042.3770476805,21714.6273000177,96,27,44,5,1.90509592312742,0.835503472222222,0.504123263888889,-0.752444037478198,-1.53373613709177,3,"","","LTMP","GBR","Sector6","Reef41","Site122","4","Slope",2019
"2250406","Site122 Slope 5 2019",11.6161616161616,0.505050505050505,78.7878787878788,0,5.05050505050505,0.597353497164461,1.05546349888504,0.608695652173913,2.75533442861667,0.219252430855323,9779.60756262965,17318.8390029105,98,27,42,8,1.8355282608926,0.810703873386089,0.59579341940858,-0.652800664675211,-1.31541345918837,3.5,"","","LTMP","GBR","Sector6","Reef41","Site122","5","Slope",2019
"2250535","Site123 Slope 1 2019",5,0.5,84.5,3,3.5,0.46,0.801818552543337,0.3,2.93627843510029,-0.215403433444117,3378.61379010096,3824.63919180324,48,17,6,3,1.64983490794292,0.765625,0.671006944444444,-2.5166277093056,0.221527245558675,3,"","","LTMP","GBR","Sector6","Reef41","Site123","1","Slope",2019
"2250664","Site123 Slope 2 2019",1.97044334975369,0.985221674876847,81.2807881773399,1.97044334975369,9.35960591133005,0.625,1.03972077083992,0.5,1.52840649792772,-0.630202660160796,1423.00533989551,2748.59850020595,50,17,13,5,1.82598138313993,0.8128,0.6376,-2.0241166445268,-0.49765179865847,4,"","","LTMP","GBR","Sector6","Reef41","Site123","2","Slope",2019
"2250793","Site123 Slope 3 2019",2.9126213592233,0.970873786407767,75.7281553398058,0.970873786407767,5.8252427184466,0.277777777777778,0.450561208866305,0.833333333333333,1.65596025449279,0.560584103021321,11935.8784015665,21423.0265012188,97,25,24,1,1.61964750182847,0.754171537889255,0.637474758210224,-1.80767538418225,-0.612882187823037,4,"","","LTMP","GBR","Sector6","Reef41","Site123","3","Slope",2019
"2250922","Site123 Slope 4 2019",20,2,60.5,2,6,0.43125,0.797044310009778,0.925,2.81198234967544,1.5738107523902,10259.8153735552,20660.368565999,68,24,16,12,1.8633877199829,0.805363321799308,0.600346020761246,-1.29451120912453,-0.589443629243406,2.5,"","","LTMP","GBR","Sector6","Reef41","Site123","4","Slope",2019
"2251051","Site123 Slope 5 2019",17.0854271356784,0,61.8090452261307,5.0251256281407,4.02010050251256,0.392733564013841,0.77484510405609,0.852941176470588,2.89946829695999,0.837267146637527,4452.32003660157,5955.36653559504,58,23,16,5,1.78358190832842,0.789536266349584,0.538049940546968,-1.88687994460017,-0.625693878487771,2.5,"","","LTMP","GBR","Sector6","Reef41","Site123","5","Slope",2019
"2251180","Site121 Slope 1 2021",30.4,12.4,38.4,4.8,4,0.677285318559557,1.31353921956633,0.605263157894737,2.04593880136631,0.238979416124004,8217.40407777146,10282.8805822566,109,23,14,12,1.5510934798577,0.71256628229947,0.690009258479926,-1.15097633828687,0.154304469956226,3.5,"","","LTMP","GBR","Sector6","Reef41","Site121","1","Slope",2021
"2251309","Site121 Slope 2 2021",33.8235294117647,13.7254901960784,37.7450980392157,1.96078431372549,11.7647058823529,0.635580760344465,1.23158639672785,0.666666666666667,2.38994148920692,0.344898545025288,8649.8208784404,12739.1042231031,160,34,32,12,1.40492641815992,0.602421875,0.567421875,-0.125802214979071,-0.386855699309093,4,"","","LTMP","GBR","Sector6","Reef41","Site121","2","Slope",2021
"2251438","Site121 Slope 3 2021",13.6363636363636,14.1414141414141,54.5454545454545,3.53535353535354,9.5959595959596,0.661179698216735,1.35585573055595,0.259259259259259,-0.213449451786485,0.472689173667488,9724.37302542089,16776.1757417794,223,25,31,14,1.2614103092552,0.578053047517545,0.562408252729796,-0.362668074874771,0.302329743253149,4,"","","LTMP","GBR","Sector6","Reef41","Site121","3","Slope",2021
"2251567","Site121 Slope 4 2021",9.75609756097561,20.9756097560976,50.2439024390244,4.87804878048781,12.1951219512195,0.775,1.54447952109686,0.5,1.33054097403167,0.330431111645544,8919.69697556673,11805.5695415553,164,24,24,11,1.15832398984535,0.518143961927424,0.503941106484236,-0.840750981679034,-0.0239638763747033,3.5,"","","LTMP","GBR","Sector6","Reef41","Site121","4","Slope",2021
"2251696","Site121 Slope 5 2021",21.6867469879518,26.1044176706827,36.144578313253,4.41767068273092,10.8433734939759,0.715020576131687,1.36694324194006,0.481481481481481,1.91474395410235,-0.20065676227658,6317.97172219955,8655.63464397279,160,29,21,11,1.17592998096492,0.494296875,0.476171875,-0.696826949557546,-0.235001490481857,4,"","","LTMP","GBR","Sector6","Reef41","Site121","5","Slope",2021
"2251825","Site122 Slope 1 2021",15.8415841584158,3.46534653465347,60.8910891089109,2.47524752475248,6.43564356435644,0.724609375,1.42159333958313,0.4375,1.97683230129089,0.113334710555167,7589.29718092914,10216.5582373013,124,25,18,7,1.55955894454424,0.697060353798127,0.6605098855359,-0.932353333524525,0.194524109335435,3,"","","LTMP","GBR","Sector6","Reef41","Site122","1","Slope",2021
"2251954","Site122 Slope 2 2021",14.070351758794,2.01005025125628,67.3366834170854,3.51758793969849,7.53768844221105,0.683673469387755,1.28042277828617,0.392857142857143,0.756267306022718,-0.401235220446601,4864.91159766577,7846.44095966846,81,27,18,10,1.85939203446526,0.789208962048468,0.715744551135498,-1.05504160512658,-0.315483893536797,3.5,"","","LTMP","GBR","Sector6","Reef41","Site122","2","Slope",2021
"2252083","Site122 Slope 3 2021",5,9,62.5,2.5,15.5,0.68,1.35923670066501,0.6,1.48136013858049,0.232377064545391,2956.28415960541,4792.56392426376,64,17,11,5,1.32907185824424,0.5830078125,0.54443359375,-2.21343950726735,0.0297618281907575,3.5,"","","LTMP","GBR","Sector6","Reef41","Site122","3","Slope",2021
"2252212","Site122 Slope 4 2021",6.96517412935323,1.49253731343284,72.636815920398,0.497512437810945,10.9452736318408,0.673469387755102,1.33166431029301,0.714285714285714,1.86077302684894,0.892211438916327,4624.12625412349,6017.68965018051,69,23,17,7,1.63958667474942,0.712455366519639,0.604074774207099,-1.32891534842494,-0.822311188146901,2,"","","LTMP","GBR","Sector6","Reef41","Site122","4","Slope",2021
"2252341","Site122 Slope 5 2021",8.45771144278607,5.4726368159204,64.6766169154229,3.98009950248756,13.9303482587065,0.678200692041523,1.2364770745859,0.411764705882353,1.2421315813753,-1.15093781746446,7081.0508114847,8291.52100719362,77,19,10,8,1.69546841926039,0.726935402260078,0.664530274919885,-1.46222243612969,0.0624330789718608,2,"","","LTMP","GBR","Sector6","Reef41","Site122","5","Slope",2021
